str_no_string|NO STRING!
str_npc6_intro_response_1|Perché così cupo, amico?
str_npc7_intro_response_1|Le mie scuse. Stavo solo per dire che sembrate un po' giù di morale.
str_npc8_intro_response_1|Semplicemente vorrei passare la giornata con voi, mia signora, se non siete diversamente impegnata...
str_npc9_intro_response_1|Dovete avermi confuso con il locandiere, signore.
str_npc10_intro_response_1|Perché dite questo, signore?
str_npc11_intro_response_1|Che succede?
str_npc12_intro_response_1|Come?
str_npc13_intro_response_1|Uhm... Non penso.
str_npc14_intro_response_1|Vorrei passare la giornata con un viaggiatore come voi, se non avete nulla in contrario...
str_npc15_intro_response_1|Che vi succede?
str_npc16_intro_response_1|Potrebbe essere. Qual è la vostra storia?
str_npc1_intro_response_2|Fate un passo indietro, signore, e tenete le vostre mani lontane dalla mia borsa.
str_npc2_intro_response_2|Ho cose migliori da fare.
str_npc3_intro_response_2|Andate via, donna. Ho da fare.
str_npc4_intro_response_2|Eh? No grazie, non vogliamo niente.
str_npc5_intro_response_2|Non ho tempo per questo.
str_npc6_intro_response_2|Capisco. Beh, vi auguro una miglior sorte per il futuro.
str_npc7_intro_response_2|D'accordo. Non vi assillerò allora.
str_npc8_intro_response_2|Nulla da una persona totalmente priva di buona creanza, a quanto vedo. Buon proseguimento.
str_npc9_intro_response_2|Andatevelo a prendere da solo!
str_npc10_intro_response_2|Questo è un parlare da ribelle, e non ascolterò una parola di più. Buona giornata.
str_npc11_intro_response_2|Penso di no, signora.
str_npc12_intro_response_2|Spiacente, ma ho altro da fare al momento.
str_npc13_intro_response_2|No, e non posso dire ch'io muoia dalla voglia di fare la vostra conoscenza.
str_npc14_intro_response_2|Niente affatto. Le mie scuse.
str_npc15_intro_response_2|Vi sarei grato se vi faceste gli affari vostri, signore.
str_npc16_intro_response_2|Fatevi gli affari vostri, ragazzina.
str_npc1_backstory_a|Beh, {signore/signora}, è una lunga storia...
str_npc2_backstory_a|È una storia tragica, signore.
str_npc3_backstory_a|Buona domanda, vi risponderò !
str_npc4_backstory_a|Davvero? Beh, forse la vostra ignoranza può essere perdonata. Le nostre terre ancestrali sono lontane, al di là delle montagne.
str_npc5_backstory_a|Sono Baheshtur, figlio di Azabei, nipote di Badzan. Se voi non foste un barbaro, avreste probabilmente capito dal mio lignaggio che sono un Roan Horse Khergit degli altipiani, della tribù di Shamir, del clan di Dulam, della famiglia di Ubayn, dalla valle Pantash, e potreste essere in grado d'indovinare perché sono così lontano da casa.
str_npc6_backstory_a|Ho commesso il più grande dei peccati, {signore/signora}, il peso della colpa è tale da non riuscire a confessarlo, ma sembrate una persona in grado di comprendere il mio tormento.
str_npc7_backstory_a|Parlate delle mie sventure? Potete ben dirlo !
str_npc8_backstory_a|Parliamo, allora. Vi racconterò la mia storia e voi la vostra.
str_npc9_backstory_a|Le mie più umili scuse. A volte qui è difficile riconoscere la gente in mezzo al fumo e al buio. Ancora non riesco a credere che debba alloggiare in un luogo come questo.
str_npc10_backstory_a|È una lunga storia, ma se vi fate una bevuta, sarò lieto di raccontarvela.
str_npc11_backstory_a|Diamine, sono riuscita a vendere il mio carro e le mie pentole, {ragazzo/ragazza}. Per una volta ho soldi da spendere e ho intenzione di farlo al meglio!
str_npc12_backstory_a|Ve lo dirò... Ma sappiate che è una storia di grandi ingiustizie. Vi avverto in anticipo, per paura che siate di temperamento irascibile, e vi possiate infuriare per le ingiustizie che mi sono state fatte, assumendo un comportamento pericoloso.
str_npc13_backstory_a|No? Allora forse avrete sentito parlare del mio destriero, che attraversa la pianura di Calradia come un raggio di luna...? O della mia spada, conoscitrice del sangue dei più importanti princìpi del paese...?
str_npc14_backstory_a|Benissimo. La cosa non mi urta. Il mio nome è Lezalit.
str_npc15_backstory_a|Sono un ingegnere, specializzato nell'arte della fortificazione. Se vi serve abbattere un muro, posso farlo, se mi date abbastanza tempo. Se avete bisogno di un muro da fortificare, posso fare anche questo, benché richieda più tempo e vi costerà di più. Considerate che non potete tagliare i costi, a meno di non volere che il vostro nuovo edificio crolli, come qualcuno da queste parti ha appena scoperto.
str_npc16_backstory_a|Beh, {signore/signora}, da sempre ho un debole per le cose belle, e ciò come vedete, mi ha messo nei guai.
str_npc1_backstory_b|C'é stato un fraintendimento {s19} a {s20} riguardo un cavallo che ho trovato legato fuori dalla locanda. Era il ritratto spiccicato della bestia che mi atterrò e poi corse via pochi giorni prima. Naturalmente l'ho liberato per dargli uno sguardo più attento. A quanto risulta, il cavallo apparteneva ad un mercante, una vecchia capra in crisi che non comprese che quello era un semplice malinteso, tanto che andò a chiamare le guardie.
str_npc2_backstory_b|Un po' di tempo addietro, lasciai Geroia guidando un carro di mercanzie. Speravo di vendere tutto a Sargoth e di guadagnare una grossa somma. Ma, che ne potete sapere... siamo stati sorpresi da un'imboscata tesaci da un gruppo di predoni Khergit che scappò con la maggior parte dei cavalli e delle merci. Poi, due giorni dopo, le stesse guardie della mia carovana fuggirono con il resto dei miei averi!
str_npc3_backstory_b|Mio padre, un mercante ben conosciuto {s19} a {s20}, decise che avrei dovuto sposare uno dei suoi soci in affari, un uomo che aveva già passato i 30 anni. Sono stata una figlia obbediente per tutta la vita, ma quella era una proposta ridicola e orrida. Così scappai!
str_npc4_backstory_b|Come tutti gli uomini della mia famiglia, sono arrivato in una terra sconosciuta per farmi un nome grazie alla guerra, prima di tornare a casa e prendere il controllo del mio patrimonio. Sfortunatamente, le autorità in queste terre hanno una ristretta conoscenza del codice dei guerrieri, hanno scelto di chiamarmi bandito e brigante, e di mettere una taglia sulla mia testa... La più ingiusta diffamazione per un avventuriero gentiluomo, di certo sarete d'accordo...
str_npc5_backstory_b|A memoria d'uomo, il nostro popolo è sempre stato in guerra contro la tribù degli Humyan, molti dei quali si erano insediati nella valle accanto. Tanti sono morti nella contesa da entrambi i lati, inclusi due miei fratelli. Il Khan stesso ci ha ordinato di cessare le ostilità, per salvare uomini da riservare alle guerre in Calradia. Ma la morte dei miei fratelli urlava vendetta. Ho avuto la mia rivalsa uccidendo un capo Humyan, poi ho lasciato il nostro villaggio la stessa notte, senza poter dire addio a mio padre. Aspetterò in Calradia per un paio d'anni e poi, quando gli uomini del Khan mi avranno dimenticato, tornerò a casa. Gli Humyan non dimenticheranno, ma tale è il prezzo dell'onore.
str_npc6_backstory_b|Ero un Comandante a cavallo al servizio del lord {s19} a {s20}, insieme a mio fratello. Eravamo entrambi innamorati della stessa donna, una concubina... Una tentatrice, che ha giocato con le nostre gelosie! Io e mio fratello abbiamo litigato. Avevo bevuto troppo. Mi ha schiaffeggiato col suo guanto, e l'ho trafitto con la mia spada... Il mio stesso fratello! La mia spada e il mio braccio macchiati del sangue del mio sangue!
str_npc7_backstory_b|È stata la mia sfortuna a farmi nascere da un padre debole che ha sposato una fannullona ubriaca, che mi picchiava. È stato grazie alla mia sfortuna che, quando sono scappata da mio marito, sono stata presa da un gruppo di banditi. È stato grazie alla mia sfortuna che l'unico tra loro che era carino con me, quello che mi ha anche insegnato a combattere e a cacciare, fosse ucciso dagli altri che erano gelosi, e che poi mi hanno costretta a scappare nuovamente.
str_npc8_backstory_b|Provengo da un'antica famiglia del nord, figlia di un nobile e anche moglie di un nobile. Ho combattuto dalla parte di mio marito, la sua alleata sia in guerra che in pace. Ma mio marito morì di peste, mentre ero ancora senza figli. Il mio consorte aveva decretato che, in assenza di un erede, dovessi ereditare i suoi possedimenti. Mio cognato, sia maledetto il suo nome, disse che non era tradizione che una donna potesse ereditare i possedimenti di un nobile. Che insensatezza! Ma il suo oro comprò la lealtà di un numero sufficiente di servi disposti a tradire la volontà di mio marito così che si potesse insediare sul trono che mi spettava. Così sono fuggita, una cosa che non avevo mai fatto e che spero di non dover fare mai più.
str_npc9_backstory_b|Ero il primogenito nella famiglia di mio padre, e il suo erede. Ma mia madre morì, e mio padre si risposò. La sua nuova moglie pensava che fosse suo figlio a dover ereditare. Lei non poteva contrastarmi apertamente, ma l'altro giorno mi fecero mangiare col sotterfugio una ciotola di sugna di uno dei miei cani da caccia, e vomitai, morii quasi. Accusai la mia matrigna, ma mio padre, confuso da una sua stregoneria, si rifiutò di credermi e mi ordinò di sparire.
str_npc10_backstory_b|Ero un sergente della guarnigione {s19} a {s20}. Sono stato a guardia della città per vent'anni e porto molte cicatrici, frutto di questo duro lavoro. Ma un giorno nominarono come comandante della guarnigione un moccioso, uno di quei poppanti raccomandati! Così mi sono congedato, ora sto cercando un uomo e una causa a cui dedicare la mia spada.
str_npc11_backstory_b|Per 30 anni ho seguito l'esercito, provvedendo ai suoi rifornimenti, guardando le loro stupide partite a dadi e procurando delle donne quando richiesto, e alla fine cosa mi ha portato questo? Niente, non ho in tasca nemmeno un denaro.
str_npc12_backstory_b|Studiavo filosofia della natura, ma la gelosia di quegli stupidi dottori della mia università mi condannò ad una vita di cerusico itinerante. Fui ingaggiato da un commerciante di questa città per guarire suo figlio, finito in coma, e lo salvai anche, ma quando pongono un'etichetta sul tuo nome, è difficile rimuoverla...
str_npc13_backstory_b|Sono un soldato di professione. Ma forse avete sentito parlare di me come poeta che manda in estasi ogni donzella, o come abile seduttore di fanciulle, abilità nella quale modestamente, sono molto 'preparato'.
str_npc14_backstory_b|Sono il secondo figlio del conte di Geroia, del quale immagino abbiate già sentito parlare. Non avendo alcuna eredità né patrimonio, sono venuto qui a Calradia, per cercare fortuna come addestratore militare. Sfortunatamente, i signori di queste terre fino ad oggi non hanno saputo notare le mie qualità.
str_npc15_backstory_b|Il castellano, {s19} a {s20}, voleva una nuova torre aggiunta alle mura. Il problema fu che a metà dei lavori di costruzione, i denari finirono e la torre restò incompleta. Io avvisai il castellano che la torre rischiava di crollare...
str_npc16_backstory_b|Sono cresciuta nel castello di Malayurg come serva, lavorando a fianco di mia madre nelle cucine. Mi divertivo a cacciare i topi nelle cantine e nelle dispense. Ero così brava a dare la caccia ai topi che i gatti del castello restavano senza niente da mangiare.
str_npc1_backstory_c|Ma se ci fosse un gruppo numeroso a garantire per me, potrebbero 'soprassedere'. Ve ne sarei molto grato.
str_npc2_backstory_c|Così eccomi qui, niente soldi e niente rimpianti.
str_npc3_backstory_c|Io mi sposerò quando vorrò, sposerò chi vorrò, e dove vorrò. Nonostante quello che pensa mio padre, sono perfettamente in grado di badare a me stessa. Stavo giusto pensando di unirmi ad una banda di vagabondi o magari ad una truppa di soldati veterani.
str_npc4_backstory_c|Mi piace andare a caccia di guai, così se conoscete qualche Compagnia di combattenti alla quale potrei unirmi, ve ne sarei grato.
str_npc5_backstory_c|Nel frattempo, ben venga ogni opportunità di guadagnarmi da vivere grazie alla mia spada.
str_npc6_backstory_c|Credete ci sia speranza per uno come me? Potrò trovare la via della rettitudine o sarò condannato a seguire i demoni che dimorano dentro di me?
str_npc7_backstory_c|Ma io non mi considero sfortunata sapete, non più di tante altre donne di Calradia, questa fetida terra, popolata da scimmie e sciacalli.
str_npc8_backstory_c|Quando avrò abbastanza soldi da mantenere un esercito, tornerò a riprendermi ciò che mi appartiene di diritto.
str_npc9_backstory_c|Spero di offrire la mia spada ad un degno Comandante. Oltre a governare un feudo, l'altra onorevole professione per uno del mio lignaggio è la guerra come luogotenente.
str_npc10_backstory_c|Adesso sono ubriaco, al diavolo tutto fino a domani!
str_npc11_backstory_c|Non è una gran bella vita, rifornire l'esercito. Guadagni un po' qui e un po' là a seconda di come i soldati spendono i loro soldi, alla fine arriva sempre una sconfitta e tu sei obbligata a ricominciare da un'altra parte, indebitandoti, ovviamente.
str_npc12_backstory_c|Il signore di questo castello, mi farebbe arrestare perciò sono impaziente di lasciare questo posto.
str_npc13_backstory_c|Il che mi ricorda che da qualche parte in città c'è un marito piuttosto 'arrabbiato'. Che ne dite di considerare la possibilità di aiutarmi a lasciare la città?
str_npc14_backstory_c|Così se conoscete qualche comandante che voglia vincere le battaglie piuttosto che viziare i suoi soldati, vi sarei grato se me lo presentaste.
str_npc15_backstory_c|Stupido io ad aver accettato il lavoro senza farmi pagare in anticipo, ma in conclusione mi trovo in una brutta situazione, con le strade piene di banditi e nemmeno un soldo per pagarmi una scorta. Così sarei molto obbligato a chiunque volesse darmi asilo e protezione.
str_npc16_backstory_c|Sfortunatamente, la moglie del mio ultimo datore di lavoro, possedeva un gioiello al quale semplicemente, non potevo resistere. Lei non si è ancora accorta di averlo 'perso', ma lo noterà ben presto. Quindi... Non è che avete bisogno di aiutanti?
str_npc1_backstory_later|Io... sono rimasto qui, sapete, facendo del mio meglio per stare lontano dai guai. Tuttavia, ho disperatamente bisogno di un lavoro.
str_npc2_backstory_later|Ho venduto i miei stivali da cavaliere e ho provato a fare qualche soldo con la vendita  al dettaglio, girando di città in città, ma è una vita dura, perché non ci sono tagliato.
